Region,Product_Category,Campaign_Type,Product_Age_Months,Product_Price,Competitor_Price_Index,Advertising_Expenditure,Discount_Percentage,Campaign_Engagement_Score,Inventory_Level,Num_Reviews,Avg_Customer_Rating,Return_Rate,Length_Product_Description,Popularity,Sales
East,Mobile,Social Media,4,210.66,1.065,565.37,29.91,31.84,1094,457,3.91,3.564,218,Moderate,23295.53
West,Mobile,Search Ad,10,673.59,1.061,555.45,37.2,39.48,717,227,3.81,2.499,324,Low,24544.95
West,Tablet,Social Media,26,1544.52,0.99,557.82,35.3,63.81,777,665,4.01,2.946,113,High,25948.66
South,Mobile,Email,1,1535.33,1.241,633.32,25.23,55.54,1840,282,4.11,2.168,266,Very High,29634.74
South,Mobile,Search Ad,9,1358.08,1.009,597.43,29.68,63.63,998,266,4.12,2.781,348,Very High,30084.4
South,Mobile,Search Ad,6,1222.41,0.842,586.26,24.48,20.14,1140,1028,4.08,2.419,254,High,20345.76
North,Tablet,Influencer,11,2000.0,1.021,574.39,24.59,58.74,462,694,4.13,2.871,236,High,24356.48
North,Mobile,Email,8,1273.77,0.921,582.19,20.89,37.86,466,288,3.96,1.824,236,Low,16459.62
South,Mobile,Search Ad,10,215.92,1.081,689.39,29.97,65.42,1285,388,3.94,2.918,339,High,31429.05
South,Mobile,Search Ad,27,1314.59,1.058,714.79,26.44,71.92,1202,375,4.09,2.996,149,Very High,29320.42
West,Mobile,Email,13,340.71,0.985,615.38,29.31,28.04,1357,904,3.78,3.233,224,Low,18008.04
East,Mobile,Search Ad,6,153.79,0.929,572.77,32.87,48.34,837,746,3.93,2.604,300,Moderate,28279.07
South,Mobile,Social Media,3,268.0,1.012,658.61,28.19,66.51,1224,455,4.16,2.791,268,Very High,37099.01
East,Tablet,Influencer,21,918.5,0.949,609.82,30.54,53.76,50,330,3.92,2.84,322,High,27561.12
North,Mobile,Email,3,973.35,1.063,575.47,38.71,68.59,1017,337,4.09,2.303,290,Very High,35929.7
South,Mobile,Search Ad,8,533.86,1.044,545.34,31.08,41.18,1160,218,3.89,3.133,219,Moderate,23687.68
East,Mobile,Social Media,8,123.05,1.235,683.38,24.63,51.91,660,195,4.02,3.516,284,Low,24944.61
East,Tablet,Influencer,8,508.66,0.964,716.59,28.57,48.45,1046,535,3.8,3.024,166,Moderate,32024.73
South,Tablet,Social Media,22,478.51,0.976,615.75,40.26,59.14,688,1203,4.25,2.836,123,Very High,36617.07
West,Tablet,Influencer,16,1653.38,0.988,817.87,23.92,26.43,717,184,3.75,2.645,210,Very Low,21439.58
West,Mobile,Influencer,8,557.55,0.991,688.27,22.54,56.22,785,186,3.8,3.31,253,High,29483.69
East,Mobile,Social Media,5,55.44,1.082,637.72,31.47,72.17,1319,169,4.15,3.421,198,High,34177.52
East,Mobile,Influencer,13,598.03,0.978,676.09,29.22,42.61,728,1118,4.04,2.577,259,Very High,26094.7
East,Mobile,Influencer,6,688.68,1.158,557.17,28.92,34.29,693,446,3.9,2.151,252,Low,17046.95
North,Mobile,Social Media,7,1730.5,1.047,574.53,22.96,64.95,611,362,4.2,1.682,133,High,22720.26
South,Tablet,Social Media,9,534.89,0.961,615.4,18.37,67.27,633,345,4.1,2.926,215,High,27738.0
North,Tablet,Search Ad,2,776.29,0.941,606.37,19.58,28.31,797,280,3.85,2.191,306,Very Low,14003.5
East,Tablet,Social Media,14,833.71,1.083,673.52,39.59,82.08,925,304,4.03,2.307,278,Very High,38429.69
East,Mobile,Email,2,787.77,1.002,541.9,28.32,47.1,642,111,4.06,2.775,205,Moderate,20214.08
South,Tablet,Social Media,19,1880.14,1.001,655.02,20.11,66.9,848,612,3.93,2.244,286,Very High,23977.1
West,Mobile,Social Media,3,518.8,0.952,626.5,34.46,45.71,1037,254,4.12,3.418,357,High,29502.83
West,Mobile,Social Media,8,1881.64,0.995,659.65,35.61,77.17,589,139,3.96,2.761,222,High,32007.36
West,Tablet,Email,19,1490.86,0.949,612.11,36.07,43.32,758,469,3.86,3.265,294,Moderate,21766.0
East,Mobile,Influencer,2,226.28,1.109,535.67,25.75,49.42,835,130,4.07,3.466,284,Low,20987.04
West,Mobile,Search Ad,5,1611.8,1.057,447.56,30.06,47.99,881,208,4.03,1.741,218,High,21133.35
North,Mobile,Email,13,1867.43,0.986,543.74,31.03,37.22,706,175,3.7,3.121,178,Very Low,7252.63
West,Tablet,Search Ad,9,1207.49,0.985,577.07,35.13,29.2,701,467,3.92,2.7,350,Low,17931.44
North,Tablet,Search Ad,36,986.29,1.007,520.42,30.21,46.75,749,580,3.86,2.726,315,Very High,22300.9
West,Mobile,Influencer,10,1070.75,1.0,662.1,26.03,55.11,1401,243,4.06,2.599,231,Moderate,29763.31
South,Tablet,Email,17,710.94,0.923,680.85,33.04,39.07,753,638,4.18,2.893,323,Moderate,27462.17
West,Mobile,Social Media,29,394.07,0.848,674.75,36.27,74.81,1248,690,4.14,3.628,282,Very High,36132.52
West,Mobile,Influencer,7,1665.94,0.936,716.96,29.0,93.64,1270,187,3.97,2.254,323,High,37402.9
North,Tablet,Influencer,18,1716.37,0.99,759.58,33.09,53.66,357,197,4.07,2.628,137,High,31950.56
East,Tablet,Search Ad,36,342.21,0.941,526.56,30.54,47.97,656,1185,4.06,3.599,223,Very High,25286.39
West,Tablet,Search Ad,8,1271.55,1.066,584.43,29.18,42.45,1151,58,3.91,2.64,346,High,17706.37
East,Mobile,Email,27,1060.52,0.982,650.52,28.71,76.22,913,655,4.01,2.714,412,Very High,29647.9
West,Tablet,Search Ad,22,205.79,1.15,559.56,24.19,51.51,706,1118,4.08,3.17,224,Very High,28323.53
East,Mobile,Social Media,16,900.9,0.955,594.23,27.81,64.74,1078,335,4.0,3.39,223,High,26797.84
South,Tablet,Email,7,769.09,1.011,743.91,22.88,64.41,1050,146,3.69,3.129,290,Low,25516.68
South,Mobile,Influencer,24,1725.06,0.977,688.59,33.74,64.29,851,328,4.0,3.375,269,High,27962.4
North,Tablet,Email,27,2000.0,1.035,763.09,37.45,51.56,659,389,3.96,3.288,281,High,30146.5
West,Mobile,Social Media,3,197.47,1.085,466.48,29.06,67.03,175,244,4.04,3.043,114,Moderate,19898.83
South,Mobile,Influencer,10,1781.53,1.049,631.72,25.2,67.76,874,289,3.76,2.923,233,Very High,23732.26
East,Mobile,Email,2,1246.62,0.838,638.13,32.64,36.02,749,346,3.99,3.375,298,Low,18996.83
East,Mobile,Influencer,1,1253.21,1.04,678.07,29.66,51.56,568,619,4.01,2.243,102,High,30255.72
East,Mobile,Influencer,21,233.75,0.919,483.7,31.25,47.61,800,467,4.04,3.388,148,Very High,23252.39
West,Tablet,Search Ad,16,975.61,0.975,596.1,26.78,62.55,619,616,3.84,3.032,138,High,21918.86
West,Mobile,Email,12,1195.87,1.055,802.15,38.33,75.14,909,142,3.86,2.651,288,Very High,40000.0
South,Tablet,Social Media,8,1073.77,0.91,651.38,33.58,84.85,659,248,3.82,2.643,190,High,35691.92
West,Mobile,Social Media,8,541.66,1.092,668.27,31.02,47.7,990,171,3.96,2.593,174,Moderate,29809.8
West,Mobile,Social Media,11,1179.48,0.972,582.43,33.57,55.59,910,422,3.95,2.931,251,Very High,24947.35
East,Mobile,Social Media,1,214.54,1.174,632.18,33.19,50.7,1229,719,4.0,3.666,171,High,25759.85
West,Mobile,Influencer,3,994.25,1.005,663.89,26.21,57.0,705,612,3.85,3.014,276,Moderate,28980.08
North,Mobile,Email,24,669.92,1.136,682.24,34.41,61.58,1376,439,3.86,2.308,398,Very High,31176.29
North,Mobile,Search Ad,5,41.03,1.096,680.86,28.8,51.27,1169,175,3.65,3.922,225,Moderate,25305.45
West,Mobile,Email,2,762.94,0.951,627.39,22.87,60.9,1291,154,3.81,3.201,128,Moderate,23786.43
South,Mobile,Search Ad,11,434.71,0.896,608.24,29.19,41.99,933,267,3.86,3.162,220,High,23856.44
West,Mobile,Influencer,19,76.79,1.009,510.36,33.53,64.15,778,292,3.93,2.97,278,Very High,29482.55
West,Mobile,Social Media,5,1658.04,0.953,507.36,28.18,43.13,704,60,3.91,2.395,272,Very Low,12328.26
North,Mobile,Email,11,347.76,1.126,592.2,31.18,20.66,1368,240,3.97,3.547,300,Low,15316.45
West,Tablet,Search Ad,7,1312.14,0.98,691.84,34.75,40.74,1058,46,3.83,2.111,211,Low,31505.31
South,Tablet,Search Ad,3,733.8,0.976,715.68,25.01,53.98,448,90,4.01,3.028,231,Low,27250.36
East,Tablet,Search Ad,25,689.5,0.888,536.99,32.8,71.49,1024,676,4.16,2.38,96,High,27804.89
East,Mobile,Social Media,27,949.34,1.034,508.15,30.01,43.45,621,634,4.12,2.666,286,High,21432.72
West,Tablet,Social Media,7,1817.06,0.906,722.61,24.77,55.41,834,858,4.1,1.383,167,High,31925.55
North,Tablet,Influencer,29,682.43,1.035,592.84,33.43,64.56,980,532,4.04,2.001,260,Very High,30357.27
East,Tablet,Influencer,36,157.96,1.046,520.31,31.19,46.51,1163,637,3.86,3.01,194,High,22751.16
East,Mobile,Social Media,7,1060.84,0.94,591.84,32.04,47.48,929,64,3.96,2.359,243,High,27831.28
West,Tablet,Influencer,13,531.21,1.077,613.8,31.72,59.6,701,242,3.93,2.964,307,Very High,29478.49
East,Tablet,Social Media,4,185.18,0.978,717.69,26.55,52.21,753,417,4.15,3.151,221,High,36450.45
North,Mobile,Social Media,9,855.52,0.882,696.07,37.95,36.93,1169,223,3.93,3.376,202,Moderate,23970.99
South,Tablet,Email,6,1494.32,1.124,551.88,35.38,35.45,969,448,3.92,2.886,248,High,19732.92
South,Mobile,Social Media,3,523.01,0.926,731.34,30.23,67.53,855,418,4.19,2.289,208,High,38469.25
West,Mobile,Search Ad,6,1638.58,1.041,639.05,31.6,59.16,320,417,3.94,3.12,190,High,22016.04
South,Mobile,Email,8,1072.76,1.034,686.47,27.95,65.25,154,384,4.01,2.481,364,High,27967.41
South,Tablet,Social Media,30,1420.13,1.031,745.42,31.1,76.73,805,664,4.31,2.251,133,Very High,39262.33
West,Mobile,Search Ad,8,928.86,1.03,592.43,31.9,37.05,517,358,3.97,2.672,289,Low,22567.96
North,Mobile,Search Ad,13,1575.56,0.922,673.37,30.78,42.39,707,434,4.09,3.154,240,Moderate,24673.5
West,Mobile,Search Ad,7,473.22,1.135,570.87,35.73,39.74,794,333,4.12,2.934,197,Moderate,23986.99
East,Mobile,Influencer,13,1919.68,1.076,759.64,39.18,65.34,1462,181,3.92,3.063,270,Very High,36741.08
West,Mobile,Email,7,847.42,1.038,603.87,28.75,36.28,895,193,4.02,3.322,250,Moderate,22026.14
South,Tablet,Search Ad,24,2000.0,0.893,713.83,20.77,48.83,949,394,3.93,3.048,330,Moderate,24206.63
North,Tablet,Search Ad,3,91.86,0.922,717.0,34.21,43.67,886,80,4.16,2.608,178,Moderate,35722.4
West,Mobile,Search Ad,11,49.9,1.053,637.88,26.22,59.4,158,788,4.22,3.184,216,Very High,31694.79
West,Mobile,Social Media,2,1299.53,0.84,629.11,29.34,42.36,744,71,4.0,3.218,311,High,28599.86
West,Mobile,Email,7,733.7,1.027,588.0,32.9,31.86,506,139,4.02,2.105,235,Very Low,22455.47
North,Tablet,Influencer,28,863.42,0.894,425.43,38.58,58.87,1241,531,3.93,2.694,282,Very High,26178.45
West,Mobile,Social Media,4,1674.05,0.931,587.81,37.75,64.57,332,481,4.23,2.115,323,Very High,34298.68
West,Mobile,Influencer,2,1355.9,0.887,747.44,26.54,60.3,738,126,3.86,2.793,283,Moderate,30763.17
East,Mobile,Search Ad,9,83.47,1.02,672.43,32.57,63.84,784,233,4.04,3.519,210,Very High,36664.21
West,Tablet,Search Ad,10,140.34,1.089,537.32,28.79,55.76,454,380,3.9,3.69,226,Very High,26728.91
West,Tablet,Influencer,36,1598.03,1.028,691.32,42.0,89.72,769,631,4.21,2.439,324,Very High,40000.0
East,Tablet,Search Ad,7,1653.73,1.037,614.24,33.26,59.64,728,443,4.21,2.734,258,Very High,30348.38
North,Tablet,Social Media,13,768.99,1.013,680.09,27.95,78.78,787,646,4.13,2.033,235,Very High,36228.11
East,Mobile,Search Ad,19,975.48,1.055,791.15,29.95,57.95,1006,531,4.05,2.003,272,Very High,36822.09
North,Mobile,Influencer,4,802.75,1.037,717.34,15.59,77.0,929,89,3.99,3.049,168,High,28448.15
South,Mobile,Social Media,2,655.4,0.783,568.8,31.73,71.11,970,65,4.0,1.591,233,High,34707.31
South,Mobile,Social Media,5,322.47,1.073,608.82,33.44,53.07,1183,1162,4.03,2.888,243,Very High,26580.09
North,Mobile,Email,5,515.68,1.064,701.5,35.13,41.61,382,186,4.12,2.803,242,High,29084.49
South,Mobile,Influencer,2,1883.29,0.971,571.74,16.59,45.87,1063,77,4.02,2.713,224,Moderate,17809.44
North,Mobile,Email,9,248.68,0.842,534.27,20.33,44.29,557,517,3.93,2.206,229,Low,16373.47
West,Tablet,Search Ad,30,98.77,1.019,651.97,31.3,36.32,554,644,3.98,3.348,241,High,25105.74
West,Mobile,Social Media,2,1616.05,1.026,747.1,37.29,56.32,895,158,4.31,2.132,339,Very High,40000.0
North,Tablet,Social Media,23,245.79,0.965,662.12,27.36,71.18,859,351,4.05,3.157,111,Very High,37706.75
West,Tablet,Search Ad,29,1304.02,1.015,573.15,37.18,58.03,893,332,4.16,2.32,291,Very High,27686.57
East,Mobile,Email,14,342.71,1.086,628.46,24.85,13.81,586,549,3.83,3.027,243,Moderate,15770.87
South,Tablet,Search Ad,4,1241.63,1.192,653.46,30.76,33.85,1213,45,3.95,2.055,244,Low,18548.62
North,Mobile,Search Ad,4,548.17,1.012,633.13,27.35,77.37,739,248,3.95,2.559,223,High,28817.84
East,Tablet,Influencer,12,414.77,1.027,644.36,31.6,75.34,531,557,3.99,3.59,279,High,31362.17
West,Mobile,Email,2,1046.81,0.934,605.27,25.66,36.0,491,703,4.07,2.453,307,High,24649.34
East,Tablet,Influencer,35,1930.16,0.96,612.86,41.19,41.92,343,959,3.91,2.581,130,High,27453.27
North,Mobile,Search Ad,3,1055.16,0.989,814.63,27.0,41.13,454,555,3.83,2.522,378,High,32512.51
North,Mobile,Influencer,8,1597.39,1.094,690.7,26.59,67.31,951,180,4.07,2.151,257,Very High,30661.69
South,Tablet,Social Media,24,614.91,1.066,665.41,28.14,81.68,915,1061,4.08,2.245,255,Very High,34931.23
South,Mobile,Search Ad,1,711.95,1.154,591.23,27.57,72.36,609,374,3.99,2.735,162,Moderate,27331.51
South,Tablet,Influencer,10,1873.77,0.881,751.85,30.15,43.95,409,689,3.78,3.665,213,Very High,28603.99
South,Tablet,Influencer,4,1475.69,0.894,571.59,24.17,50.8,679,34,3.78,3.145,332,Moderate,18198.72
West,Tablet,Social Media,19,2000.0,1.088,512.35,28.32,38.0,768,199,3.95,2.902,252,Low,14117.34
West,Tablet,Social Media,11,1056.92,1.116,628.81,35.43,58.16,816,249,3.95,3.382,274,High,31644.1
South,Tablet,Social Media,36,38.13,1.003,773.16,13.92,39.55,460,965,4.12,3.23,219,Very High,30637.09
West,Mobile,Social Media,5,83.61,0.78,706.51,23.75,49.51,812,247,3.85,3.631,370,Low,30824.32
South,Tablet,Social Media,2,659.93,0.941,557.84,20.19,37.64,1194,669,3.96,2.753,238,High,20613.79
East,Tablet,Social Media,5,1847.16,1.027,689.92,23.06,62.47,394,95,3.97,2.829,318,Moderate,24166.04
South,Tablet,Influencer,28,1223.04,0.928,619.03,32.76,52.5,732,307,3.94,2.199,239,High,22790.88
East,Mobile,Email,8,972.43,1.015,633.51,28.41,40.8,1005,457,4.03,2.521,270,Very High,22653.45
West,Tablet,Search Ad,35,1031.66,1.152,656.05,33.82,58.79,459,736,3.91,2.516,270,High,26483.39
East,Tablet,Email,12,296.37,1.114,658.64,34.11,69.7,917,346,4.08,2.879,305,Very High,36662.18
South,Tablet,Social Media,22,2000.0,1.065,526.75,32.89,78.58,352,746,4.22,2.26,294,Very High,30825.02
East,Mobile,Email,15,1301.23,0.995,505.38,39.73,48.95,1044,627,3.9,3.221,219,High,21823.51
North,Mobile,Social Media,10,262.55,0.96,607.73,30.36,52.86,873,270,4.01,3.014,320,Low,23136.39
West,Mobile,Search Ad,3,1103.26,1.061,534.68,26.21,61.67,448,506,4.06,2.557,187,Very High,27865.28
East,Tablet,Influencer,11,833.56,1.002,572.56,38.15,73.78,939,291,4.09,3.38,175,High,30225.48
South,Tablet,Social Media,33,484.82,1.005,640.41,33.83,67.91,480,708,4.06,2.879,230,Very High,30511.11
East,Mobile,Social Media,10,1735.7,0.876,572.9,39.16,34.37,816,140,4.07,2.604,272,Low,23755.46
East,Mobile,Social Media,10,1859.61,0.943,820.0,28.47,78.74,1043,166,4.27,2.831,185,High,38330.73
North,Mobile,Influencer,23,1734.07,1.06,638.5,36.0,65.63,580,402,4.09,2.353,243,High,27468.71
East,Mobile,Search Ad,6,327.5,0.912,578.59,28.24,35.49,707,218,3.95,3.036,162,Moderate,20275.28
South,Tablet,Search Ad,15,572.17,1.021,629.39,28.36,40.69,1067,259,3.94,2.565,231,High,25138.5
East,Tablet,Search Ad,8,974.11,1.033,493.79,34.3,52.55,140,320,3.81,2.87,308,High,22496.19
West,Mobile,Influencer,6,905.69,1.038,703.61,38.74,32.02,1271,313,3.75,2.988,196,Moderate,27387.06
West,Mobile,Email,6,526.12,1.045,616.89,17.61,40.22,435,160,3.78,2.472,172,Moderate,17347.63
East,Mobile,Social Media,8,574.63,1.05,592.7,33.51,45.7,657,190,3.97,2.813,271,High,25822.23
East,Tablet,Influencer,2,892.0,0.95,684.54,22.39,49.39,822,72,3.91,2.925,199,High,29855.45
North,Mobile,Search Ad,6,927.14,0.883,647.66,16.12,40.87,1035,121,4.1,2.416,398,Low,20094.75
West,Mobile,Search Ad,8,1560.11,0.93,742.14,32.03,36.29,946,180,3.61,2.865,260,Low,20383.14
South,Mobile,Search Ad,7,1908.15,1.058,820.0,34.36,73.36,874,88,4.0,2.252,312,Very High,37796.89
East,Tablet,Social Media,10,1138.32,0.904,548.12,31.7,24.04,614,784,4.01,2.115,166,Very High,22448.58
South,Tablet,Search Ad,8,319.49,0.917,496.24,26.8,45.2,1193,198,4.05,2.714,276,High,23127.95
North,Tablet,Search Ad,22,553.52,0.916,613.4,34.84,39.5,964,323,3.96,2.93,186,High,25527.29
East,Mobile,Social Media,5,87.67,0.852,443.62,22.88,70.32,1201,245,4.05,3.298,237,High,24538.62
North,Mobile,Search Ad,6,363.38,0.908,652.95,27.4,50.51,738,172,3.97,3.846,201,Moderate,23914.29
West,Mobile,Influencer,1,926.47,1.08,672.43,34.17,34.38,185,70,3.95,2.698,312,Low,23014.28
South,Tablet,Email,3,384.07,0.943,615.83,30.8,52.61,1036,467,3.99,3.175,268,Moderate,28771.24
North,Mobile,Social Media,1,1176.5,0.86,609.6,28.4,39.34,963,200,4.18,2.642,255,High,27743.65
East,Mobile,Social Media,3,1533.63,0.959,662.14,27.47,68.45,913,12,4.04,2.249,332,High,30931.89
North,Tablet,Search Ad,19,33.71,1.041,631.52,26.64,57.07,575,445,4.02,3.452,249,High,26834.27
South,Tablet,Social Media,18,1255.01,0.854,651.61,23.77,73.28,639,187,3.92,2.84,312,Moderate,30401.84
East,Mobile,Search Ad,4,401.19,1.076,494.22,32.07,46.81,686,210,3.9,2.888,360,High,21124.65
North,Mobile,Influencer,7,1758.29,0.885,695.44,21.97,70.26,873,170,4.18,2.654,257,High,31963.16
West,Mobile,Social Media,7,1071.17,0.968,779.88,31.21,62.55,531,529,3.72,3.111,264,Very High,37780.68
North,Tablet,Influencer,24,1182.44,0.967,688.29,31.24,54.21,961,620,4.02,2.17,307,Very High,33884.03
South,Tablet,Influencer,9,330.6,0.955,661.24,17.37,70.63,1331,784,4.07,3.471,337,High,29191.12
West,Mobile,Email,14,882.99,0.995,722.23,23.05,32.12,687,250,3.97,2.513,256,Low,24946.38
South,Mobile,Social Media,11,293.49,1.062,554.81,25.21,49.71,398,386,4.0,2.075,208,High,23471.65
North,Tablet,Influencer,17,922.12,0.997,734.46,27.84,55.61,710,250,4.15,2.885,302,High,30479.54
South,Tablet,Influencer,24,1230.64,0.952,627.66,38.22,72.05,831,737,4.08,3.064,283,Very High,37049.17
South,Mobile,Email,4,1591.4,1.037,699.94,28.17,36.24,991,136,3.9,2.327,301,Very Low,18233.72
West,Mobile,Email,30,1672.53,1.017,678.64,36.13,44.5,1325,340,4.07,2.016,291,Moderate,25545.29
South,Mobile,Email,9,932.37,0.946,565.53,35.95,45.25,1097,258,4.13,3.024,261,High,25535.5
West,Mobile,Influencer,5,1508.97,1.003,654.92,34.27,80.57,335,115,4.1,2.364,264,High,40000.0
West,Tablet,Email,27,921.24,0.94,676.49,31.32,41.45,382,771,4.12,3.037,292,Very High,28289.59
South,Tablet,Search Ad,6,49.81,0.931,445.66,21.05,33.9,858,150,3.88,2.607,158,Moderate,13444.66
West,Tablet,Influencer,29,2000.0,1.064,651.65,36.71,44.24,608,535,3.99,3.149,330,High,24161.05
South,Mobile,Email,13,728.38,1.036,643.66,26.91,32.88,1299,638,4.14,2.928,276,Low,22170.02
West,Tablet,Search Ad,8,427.68,1.062,577.76,36.51,54.75,468,513,4.06,3.297,196,High,29330.18
North,Mobile,Social Media,4,298.49,1.051,625.36,32.56,55.83,1139,857,4.01,2.442,259,Very High,29952.15
East,Mobile,Influencer,15,1306.97,0.929,508.46,31.74,54.55,672,140,3.96,2.551,330,Low,21484.4
East,Mobile,Social Media,13,1061.92,1.08,563.0,35.4,76.04,936,238,4.15,2.898,266,High,33474.76
South,Mobile,Search Ad,13,835.51,0.976,665.74,31.23,30.12,620,325,4.05,2.025,203,Moderate,21859.85
East,Tablet,Search Ad,10,1100.27,1.074,557.13,28.96,76.47,902,89,3.9,2.537,169,Moderate,23955.11
East,Mobile,Social Media,28,1258.46,0.99,531.49,35.53,67.34,1171,772,4.11,2.712,401,High,27832.24
North,Mobile,Email,8,1475.38,1.025,695.39,28.23,44.12,933,383,3.96,2.272,140,High,23054.29
North,Mobile,Social Media,3,1663.88,1.027,685.86,38.22,64.81,1414,206,3.98,3.119,269,High,31000.52
East,Mobile,Social Media,2,1922.54,1.065,563.21,27.4,42.3,651,129,4.08,2.98,212,High,23306.2
East,Mobile,Influencer,5,1572.9,0.869,688.68,31.44,66.1,888,652,4.02,2.721,313,High,35236.12
West,Mobile,Influencer,1,783.1,0.874,575.75,24.27,82.81,1105,138,3.96,2.83,173,Moderate,31409.94
West,Tablet,Social Media,8,692.28,1.054,611.03,26.47,44.67,465,250,3.85,2.566,348,High,25941.01
West,Mobile,Search Ad,10,460.17,1.029,617.2,20.87,43.76,878,1014,4.01,2.849,240,High,24666.06
East,Mobile,Search Ad,3,404.84,0.938,537.23,27.6,35.23,1053,95,3.81,3.074,234,Moderate,17838.56
South,Mobile,Influencer,16,562.08,1.029,714.75,28.22,54.48,1129,657,3.91,2.644,229,Very High,33460.54
North,Tablet,Social Media,13,540.14,0.887,691.67,34.26,53.64,1071,550,3.89,2.555,211,High,31226.46
West,Mobile,Social Media,3,80.37,1.25,630.85,30.11,40.75,608,726,3.89,3.729,225,High,23235.81
East,Mobile,Social Media,8,378.28,1.105,649.44,29.68,52.27,944,163,3.86,3.67,293,High,22399.33
North,Mobile,Search Ad,21,676.37,1.05,491.65,24.73,42.91,479,1278,4.11,2.222,141,Very High,18924.98
South,Mobile,Social Media,10,1951.38,1.006,759.91,32.72,56.28,650,88,3.72,3.314,202,Low,24592.38
West,Mobile,Social Media,3,1293.64,0.951,629.15,25.23,23.65,810,111,3.79,2.518,341,Low,17094.69
East,Tablet,Email,6,1107.22,0.895,527.54,20.42,36.61,1072,137,3.9,3.369,242,Low,16077.61
South,Tablet,Search Ad,11,769.94,0.991,621.61,30.63,49.09,893,187,4.08,3.144,213,High,26668.92
East,Mobile,Social Media,2,773.45,0.931,684.65,22.07,79.82,872,1000,4.09,3.354,169,Very High,35003.77
North,Tablet,Email,3,403.69,0.936,627.87,13.58,41.57,870,432,3.94,3.295,175,Low,16882.48
South,Tablet,Social Media,12,67.69,0.887,522.71,32.15,62.85,891,381,3.99,3.059,309,Very High,30402.27
South,Mobile,Social Media,12,1337.1,1.02,698.03,27.36,51.7,967,136,3.73,2.733,197,High,27800.45
North,Mobile,Search Ad,13,591.4,0.97,601.16,21.62,63.14,693,405,4.09,2.718,298,Moderate,20052.96
West,Mobile,Social Media,8,1388.4,1.043,678.64,24.63,43.32,583,164,4.0,2.295,187,Moderate,23709.0
South,Mobile,Social Media,14,1145.88,1.037,569.09,26.91,57.87,795,217,4.07,1.758,240,High,24743.05
West,Tablet,Search Ad,15,292.63,1.018,683.11,31.92,63.76,510,490,4.32,2.786,244,Very High,34825.18
West,Tablet,Social Media,31,1038.33,1.213,645.46,26.27,63.58,920,850,3.91,2.727,201,Very High,25825.42
South,Tablet,Email,7,595.64,1.066,686.21,23.57,74.77,1183,288,3.84,2.956,253,Moderate,27504.58
East,Tablet,Influencer,3,947.79,0.899,541.06,31.94,47.85,903,266,4.04,2.761,117,High,26145.11
East,Mobile,Social Media,3,924.72,1.037,516.23,26.29,67.13,335,371,3.97,2.72,243,Moderate,20569.08
West,Mobile,Social Media,10,1833.61,0.996,629.14,30.94,70.16,676,117,3.87,3.15,276,High,27058.28
South,Tablet,Email,8,1328.57,0.893,724.64,25.49,49.55,745,550,3.96,2.373,196,Moderate,25880.95
East,Mobile,Social Media,7,1603.56,0.886,800.3,39.36,89.1,444,552,4.02,2.401,261,Very High,40000.0
East,Mobile,Search Ad,3,374.53,1.036,530.17,19.09,40.46,869,294,4.14,3.79,258,Moderate,17852.67
South,Tablet,Search Ad,3,50.38,1.056,598.35,27.95,48.2,876,134,4.21,1.889,260,High,32883.07
North,Tablet,Search Ad,24,301.37,0.916,612.04,35.33,50.52,1149,523,3.79,3.689,165,Very High,27334.85
East,Tablet,Email,9,709.57,1.078,651.06,28.75,29.96,1267,179,3.72,3.043,254,Very Low,17499.98
