ApplicationID,Age,Gender,MaritalStatus,Dependents,EducationLevel,State,ResidenceType,YearsAtCurrentResidence,EmploymentType,Employed,EmploymentLengthYears,AnnualIncome,IncomeVerified,CreditScore,CreditHistoryMonths,ExistingLoanAccounts,ExistingCreditCards,TotalMonthlyDebtPayment,DebtToIncomeRatio,RevolvingUtilization,PriorDefault,BankruptcyLast7Years,EnquiriesLast6Months,Approval
LHB-2400258,38,Female,Married,0,Bachelor's,KY,Own (outright),2.0,Salaried-Private,1,2.0,94.2,1,612,162,0,1,586.0,0.075,0.254,0,0,3,Yes
LHB-2402664,35,Male,Married,3,High School,IA,Rent,2.0,Salaried-Private,1,2.0,62.0,1,657,108,2,0,1328.0,0.257,0.528,0,0,1,Yes
LHB-2405907,30,Female,Divorced,2,Bachelor's,PA,Own (with mortgage),2.0,Contract,1,3.0,73.6,1,478,144,2,1,1636.0,0.267,0.463,0,0,1,No
LHB-2405893,54,Male,Single,0,Master's,TX,Rent,4.0,Salaried-Private,1,1.0,80.8,1,695,312,0,1,850.0,0.126,0.183,0,0,2,Yes
LHB-2407002,31,Male,Single,0,Bachelor's,VA,Own (with mortgage),18.0,Salaried-Government,1,1.0,67.3,1,651,79,1,5,1600.0,0.285,0.578,0,0,5,Yes
LHB-2403233,50,Male,Married,3,High School,VA,Own (with mortgage),4.0,Salaried-Private,1,8.0,29.0,1,623,295,0,4,428.0,0.177,0.33,0,0,2,No
LHB-2400725,58,Male,Single,0,Bachelor's,KY,Rent,9.0,Salaried-Private,1,1.0,86.6,1,654,346,0,0,430.0,0.06,0.237,0,0,1,Yes
LHB-2401636,19,Male,Single,0,Associate Degree,MS,Rent,8.0,Student,0,0.0,12.0,0,535,14,0,0,173.0,0.173,0.075,0,0,2,No
LHB-2404773,48,Male,Single,1,Bachelor's,LA,Own (with mortgage),7.0,Contract,1,0.0,72.1,1,701,280,0,1,676.0,0.113,0.181,0,0,1,Yes
LHB-2406497,50,Female,Married,0,Associate Degree,TN,Own (with mortgage),5.0,Salaried-Private,1,6.0,39.6,1,693,272,2,3,2012.0,0.61,0.523,0,0,0,Yes
LHB-2405248,44,Female,Married,0,High School,TN,Own (with mortgage),2.0,Salaried-Government,1,6.0,45.1,1,646,244,0,7,2059.0,0.548,0.487,0,0,1,Yes
LHB-2405442,49,Male,Married,2,High School,PA,Own (outright),2.0,Salaried-Private,1,1.0,45.7,1,699,304,0,3,451.0,0.118,0.12,0,0,1,Yes
LHB-2400055,32,Male,Single,0,High School,KY,Own (with mortgage),1.0,Salaried-Government,1,10.0,45.1,1,647,159,2,4,1458.0,0.388,0.597,0,0,0,No
LHB-2406498,45,Male,Single,0,Bachelor's,TN,Own (with mortgage),7.0,Unemployed,0,2.0,16.5,1,521,220,2,3,1649.0,0.852,0.477,0,0,2,No
LHB-2406850,55,Female,Divorced,0,Associate Degree,AK,Rent,4.0,Self-Employed,1,2.0,51.6,1,614,291,1,1,815.0,0.19,0.108,0,0,1,Yes
LHB-2401411,67,Male,Married,3,Master's,AR,Live with Family,15.0,Retired,0,0.0,70.4,1,811,474,0,1,630.0,0.107,0.335,0,0,3,Yes
LHB-2406828,35,Female,Married,2,Doctorate,VA,Rent,5.0,Salaried-Private,1,6.0,97.3,1,591,110,0,4,1319.0,0.163,0.186,0,0,0,Yes
LHB-2402214,30,Male,Married,3,Associate Degree,GA,Rent,1.0,Self-Employed,1,8.0,57.6,1,683,107,2,2,1226.0,0.255,0.118,0,0,0,Yes
LHB-2407799,30,Male,Divorced,0,High School,VA,Own (with mortgage),2.0,Unemployed,0,0.0,12.0,0,634,117,0,4,375.0,0.375,0.452,0,0,2,No
LHB-2405457,55,Male,Single,2,Bachelor's,MS,Live with Family,7.0,Salaried-Private,1,4.0,76.1,1,647,288,1,1,843.0,0.133,0.247,0,0,5,Yes
LHB-2402935,18,Male,Married,3,Associate Degree,DC,Own (outright),1.0,Unemployed,0,0.0,12.0,1,640,14,0,4,919.0,0.852,0.628,0,0,3,No
LHB-2400888,18,Male,Divorced,2,Bachelor's,FL,Own (with mortgage),1.0,Student,0,0.0,12.0,1,535,0,4,1,1857.0,0.852,0.423,0,0,0,No
LHB-2402954,18,Female,Single,0,Bachelor's,VA,Rent,3.0,Student,0,0.0,13.7,1,608,0,1,2,1062.0,0.852,0.576,0,0,4,No
LHB-2401687,43,Female,Married,0,Bachelor's,MS,Own (with mortgage),6.0,Salaried-Government,1,1.0,70.4,1,612,224,2,0,1108.0,0.189,0.149,0,0,0,Yes
LHB-2401819,37,Female,Single,0,Associate Degree,DC,Rent,4.0,Salaried-Private,1,0.0,40.1,1,619,168,1,5,1203.0,0.36,0.53,0,0,0,No
LHB-2403703,31,Male,Single,0,Master's,FL,Live with Family,6.0,Self-Employed,1,3.0,107.8,1,654,120,1,3,2157.0,0.24,0.397,0,0,1,Yes
LHB-2401972,41,Female,Married,2,Associate Degree,KY,Own (with mortgage),4.0,Salaried-Private,1,5.0,64.6,0,416,228,5,1,2943.0,0.547,0.235,1,0,1,No
LHB-2400714,37,Male,Married,0,Doctorate,VA,Own (with mortgage),2.0,Contract,1,1.0,81.6,1,642,144,1,2,1263.0,0.242,0.255,0,0,3,Yes
LHB-2404701,34,Male,Married,2,Bachelor's,WV,Rent,7.0,Unemployed,0,0.0,12.0,0,372,120,4,2,2040.0,0.852,0.6833,0,1,0,No
LHB-2405152,41,Female,Divorced,0,Bachelor's,SC,Rent,6.0,Contract,1,5.0,61.2,1,583,188,2,1,1583.0,0.31,0.226,0,0,4,No
LHB-2402286,48,Male,Single,0,Bachelor's,NC,Own (outright),2.0,Salaried-Private,1,15.0,62.2,1,663,231,0,3,586.0,0.113,0.251,0,0,1,Yes
LHB-2407475,48,Female,Single,0,Bachelor's,MD,Own (with mortgage),10.0,Self-Employed,1,2.0,41.3,0,628,298,0,1,285.0,0.083,0.328,0,0,0,No
LHB-2407978,49,Male,Single,0,Bachelor's,SC,Rent,10.0,Salaried-Private,1,2.0,62.4,1,724,287,2,0,1365.0,0.253,0.168,0,0,3,Yes
LHB-2406303,27,Male,Married,2,Associate Degree,NC,Own (with mortgage),3.0,Unemployed,0,0.0,12.0,1,565,68,2,5,1881.0,0.852,0.6833,0,0,2,No
LHB-2406529,18,Male,Divorced,2,Bachelor's,GA,Live with Family,2.0,Salaried-Private,1,0.0,83.6,1,626,22,0,2,769.0,0.11,0.566,0,0,0,No
LHB-2402848,49,Male,Married,2,High School,TX,Own (outright),13.0,Self-Employed,1,6.0,71.9,0,612,261,0,1,908.0,0.152,0.05,0,0,1,No
LHB-2404713,29,Male,Single,0,Associate Degree,NC,Rent,2.0,Salaried-Government,1,5.0,58.8,1,688,132,0,2,832.0,0.17,0.11,0,0,2,Yes
LHB-2400123,56,Male,Married,3,Doctorate,VA,Rent,2.0,Unemployed,0,0.0,27.9,1,706,324,1,1,1086.0,0.467,0.0,0,0,6,Yes
LHB-2407246,24,Female,Single,2,Bachelor's,IN,Rent,3.0,Salaried-Private,1,2.0,37.2,1,655,31,0,3,508.0,0.164,0.104,0,0,1,Yes
LHB-2404430,39,Female,Single,0,High School,MS,Own (with mortgage),2.0,Salaried-Private,1,0.0,23.3,1,603,179,1,0,395.0,0.203,0.429,0,0,1,No
LHB-2407368,56,Female,Single,0,Bachelor's,DC,Rent,2.0,Salaried-Private,1,0.0,79.8,1,442,324,2,2,1589.0,0.239,0.378,0,1,1,No
LHB-2406902,31,Female,Single,1,Associate Degree,SC,Rent,2.0,Self-Employed,1,9.0,62.3,0,592,147,3,1,783.0,0.151,0.24,0,0,4,No
LHB-2404400,39,Female,Married,2,Bachelor's,NV,Own (with mortgage),6.0,Salaried-Private,1,2.0,89.6,1,695,211,2,3,1616.0,0.216,0.198,0,0,3,Yes
LHB-2400980,46,Others,Single,0,Bachelor's,MS,Live with Family,9.0,Salaried-Private,1,5.0,90.3,1,663,232,1,1,1887.0,0.251,0.481,0,0,5,Yes
LHB-2407513,42,Male,Married,0,Associate Degree,FL,Own (with mortgage),2.0,Salaried-Private,1,2.0,40.1,1,631,165,0,2,598.0,0.179,0.0,0,0,0,No
LHB-2400175,42,Male,Single,0,Associate Degree,VA,Own (outright),4.0,Salaried-Private,1,0.0,41.7,1,565,199,0,0,594.0,0.171,0.552,1,0,1,No
LHB-2400581,26,Male,Married,0,Bachelor's,AL,Rent,5.0,Salaried-Private,1,1.0,59.3,1,642,82,3,6,3000.0,0.607,0.244,0,0,3,No
LHB-2406409,32,Female,Single,1,Master's,AL,Own (with mortgage),4.0,Salaried-Private,1,10.0,146.8,1,532,139,1,1,1537.0,0.126,0.653,1,0,0,No
LHB-2401616,75,Male,Divorced,0,Bachelor's,WV,Own (with mortgage),15.0,Retired,0,0.0,54.2,1,605,481,1,2,896.0,0.198,0.319,0,0,1,No
LHB-2407023,49,Male,Widowed,3,High School,AL,Own (with mortgage),13.0,Salaried-Private,1,8.0,53.9,1,627,292,3,5,1819.0,0.405,0.258,0,0,1,Yes
LHB-2405290,46,Female,Married,3,Bachelor's,KY,Own (with mortgage),13.0,Salaried-Government,1,17.0,113.4,1,636,227,1,1,1210.0,0.128,0.561,0,0,2,Yes
LHB-2402876,24,Male,Divorced,4,Doctorate,MD,Own (with mortgage),9.0,Salaried-Private,1,1.0,64.6,0,633,96,0,4,1159.0,0.215,0.385,0,0,5,No
LHB-2406725,18,Male,Divorced,1,Associate Degree,MD,Own (with mortgage),3.0,Student,0,0.0,12.0,1,608,0,0,5,682.0,0.682,0.404,0,0,0,No
LHB-2403243,43,Female,Single,0,Doctorate,MD,Rent,6.0,Salaried-Private,1,5.0,79.0,1,561,200,1,3,1509.0,0.229,0.168,0,0,1,Yes
LHB-2405920,37,Male,Single,0,High School,TX,Own (with mortgage),1.0,Salaried-Private,1,2.0,45.7,1,556,122,4,4,3170.0,0.832,0.411,0,0,3,No
LHB-2405975,40,Female,Divorced,0,Bachelor's,VA,Own (with mortgage),2.0,Unemployed,0,0.0,12.0,1,584,194,5,1,2256.0,0.852,0.6833,0,0,1,No
LHB-2406077,29,Female,Single,0,Bachelor's,VA,Own (outright),2.0,Salaried-Private,1,0.0,72.1,1,549,58,5,4,3549.0,0.591,0.232,0,0,5,No
LHB-2401861,27,Male,Single,0,Bachelor's,DC,Rent,1.0,Salaried-Private,1,3.0,50.5,1,603,54,1,3,1047.0,0.249,0.477,0,0,3,Yes
LHB-2405446,21,Female,Single,0,High School,SC,Rent,3.0,Salaried-Private,1,0.0,33.4,1,689,0,4,4,3041.0,0.852,0.151,0,0,0,Yes
LHB-2403575,18,Male,Single,0,Bachelor's,VA,Live with Family,5.0,Contract,1,1.0,33.0,1,621,0,0,6,759.0,0.276,0.427,0,0,1,No
LHB-2403606,20,Male,Married,2,Bachelor's,MD,Own (with mortgage),4.0,Salaried-Private,1,1.0,59.1,1,521,9,0,0,725.0,0.147,0.06,0,0,0,Yes
LHB-2407551,48,Female,Single,0,Bachelor's,MS,Rent,2.0,Contract,1,2.0,82.4,0,674,313,4,2,2571.0,0.374,0.309,0,0,2,Yes
LHB-2402974,41,Female,Married,2,High School,NM,Live with Family,3.0,Salaried-Private,1,2.0,41.5,1,624,199,4,0,1772.0,0.512,0.358,0,0,2,No
LHB-2404505,59,Female,Divorced,0,Master's,NY,Rent,8.0,Self-Employed,1,1.0,62.4,1,732,344,1,1,1350.0,0.159,0.16,0,0,0,Yes
LHB-2404771,18,Female,Married,1,Bachelor's,IN,Rent,2.0,Salaried-Private,1,1.0,73.3,1,617,0,1,2,802.0,0.131,0.371,0,0,1,Yes
LHB-2400297,36,Male,Married,2,Master's,TN,Own (with mortgage),6.0,Salaried-Private,1,6.0,71.7,1,651,182,2,3,1448.0,0.242,0.085,0,0,2,Yes
LHB-2400925,63,Female,Single,0,Associate Degree,ID,Live with Family,6.0,Retired,0,0.0,31.7,1,698,377,1,0,899.0,0.34,0.248,0,0,0,Yes
LHB-2404118,32,Male,Married,3,Bachelor's,WV,Own (with mortgage),2.0,Self-Employed,1,2.0,49.4,1,633,129,1,2,1114.0,0.271,0.519,0,0,3,Yes
LHB-2406557,37,Male,Single,0,Master's,CA,Rent,5.0,Self-Employed,1,3.0,138.9,1,616,164,3,5,2156.0,0.186,0.436,0,0,2,Yes
LHB-2402115,37,Male,Single,0,Bachelor's,HI,Live with Family,5.0,Salaried-Private,1,2.0,35.3,1,573,178,1,2,1251.0,0.425,0.05,0,0,1,No
LHB-2404824,49,Male,Single,0,Associate Degree,GA,Rent,4.0,Salaried-Private,1,20.0,29.7,1,759,271,2,6,1366.0,0.552,0.286,0,0,3,Yes
LHB-2401307,55,Female,Single,0,Bachelor's,NC,Own (with mortgage),4.0,Salaried-Private,1,1.0,147.2,1,595,333,1,6,3521.0,0.154,0.185,1,0,0,No
LHB-2404767,53,Female,Married,2,Bachelor's,GA,Own (with mortgage),17.0,Contract,1,0.0,62.3,1,685,315,3,1,1207.0,0.232,0.482,0,0,0,Yes
LHB-2401672,42,Female,Single,1,Bachelor's,FL,Live with Family,1.0,Salaried-Private,1,7.0,113.4,1,660,226,0,0,453.0,0.048,0.488,0,0,2,Yes
LHB-2401199,27,Female,Married,2,High School,KY,Own (with mortgage),4.0,Contract,1,5.0,52.1,1,555,88,1,3,998.0,0.23,0.469,0,0,0,No
LHB-2402229,43,Female,Married,2,Associate Degree,TN,Rent,6.0,Salaried-Private,1,5.0,63.6,1,688,215,5,1,2556.0,0.482,0.572,1,0,1,No
LHB-2407874,40,Male,Married,2,High School,ME,Rent,10.0,Self-Employed,1,3.0,42.1,0,703,204,1,0,711.0,0.203,0.151,0,0,0,Yes
LHB-2400293,18,Female,Married,5,High School,MS,Live with Family,1.0,Salaried-Private,1,1.0,52.8,1,576,0,0,3,1204.0,0.274,0.546,0,0,0,No
LHB-2407954,35,Male,Married,4,High School,ME,Own (with mortgage),8.0,Self-Employed,1,5.0,99.7,1,643,144,1,2,1399.0,0.168,0.156,0,0,1,Yes
LHB-2402690,25,Male,Married,4,Master's,KY,Rent,13.0,Salaried-Private,1,1.0,89.0,1,637,33,2,3,2084.0,0.281,0.541,0,0,2,Yes
LHB-2404222,78,Male,Divorced,0,Bachelor's,TN,Rent,14.0,Salaried-Private,1,1.0,147.2,1,790,521,2,5,2529.0,0.186,0.464,0,0,1,Yes
LHB-2402579,56,Male,Married,2,Master's,GA,Own (outright),4.0,Self-Employed,1,6.0,104.9,0,698,365,1,2,1039.0,0.119,0.663,0,0,1,Yes
LHB-2406343,30,Female,Married,2,Bachelor's,LA,Rent,2.0,Unemployed,0,0.0,12.0,1,521,91,4,2,1226.0,0.852,0.649,0,0,2,No
LHB-2406612,39,Male,Divorced,2,Doctorate,MS,Own (with mortgage),4.0,Self-Employed,1,4.0,128.5,0,630,130,1,3,2392.0,0.223,0.306,0,0,2,Yes
LHB-2406468,71,Male,Married,2,Bachelor's,IL,Own (with mortgage),8.0,Salaried-Private,1,4.0,56.2,1,696,485,1,4,840.0,0.179,0.316,0,0,4,Yes
LHB-2400692,51,Female,Divorced,2,Bachelor's,NE,Rent,5.0,Salaried-Private,1,8.0,48.7,0,565,296,0,0,218.0,0.054,0.617,0,0,0,No
LHB-2400686,49,Female,Single,2,Associate Degree,MD,Rent,6.0,Contract,1,2.0,21.5,1,515,282,0,2,578.0,0.323,0.138,1,0,2,No
LHB-2400817,43,Female,Widowed,3,Associate Degree,VA,Own (with mortgage),6.0,Salaried-Private,1,1.0,137.1,0,797,276,1,2,1415.0,0.124,0.173,0,0,0,Yes
LHB-2400216,46,Male,Married,1,High School,GA,Rent,7.0,Self-Employed,1,7.0,56.4,0,618,273,0,4,1110.0,0.236,0.387,0,0,3,Yes
LHB-2403325,43,Male,Single,0,Associate Degree,DC,Rent,6.0,Salaried-Private,1,14.0,49.2,1,641,218,0,2,497.0,0.121,0.327,0,0,1,Yes
LHB-2404248,32,Male,Married,4,Bachelor's,PA,Own (with mortgage),6.0,Salaried-Private,1,4.0,32.5,1,586,117,2,5,2434.0,0.852,0.238,0,0,4,No
LHB-2407127,30,Male,Single,0,High School,WV,Own (with mortgage),9.0,Unemployed,0,0.0,12.0,1,618,84,2,3,1442.0,0.852,0.5,0,0,0,No
LHB-2406088,62,Female,Married,0,High School,NC,Own (outright),6.0,Retired,0,0.0,62.4,1,624,378,1,0,1284.0,0.283,0.234,0,0,6,Yes
LHB-2403889,31,Female,Widowed,3,Bachelor's,AR,Live with Family,3.0,Salaried-Private,1,3.0,43.6,1,584,125,0,3,722.0,0.199,0.6833,0,0,3,No
LHB-2407329,54,Female,Widowed,3,Bachelor's,KY,Own (with mortgage),7.0,Self-Employed,1,3.0,52.2,0,609,326,0,3,1071.0,0.246,0.26,0,0,1,Yes
LHB-2407623,44,Male,Married,3,Bachelor's,DE,Rent,5.0,Salaried-Private,1,2.0,147.2,1,715,233,0,2,1468.0,0.118,0.05,0,0,3,Yes
LHB-2406104,44,Female,Single,0,High School,KY,Own (with mortgage),4.0,Salaried-Government,1,3.0,63.2,1,684,241,1,3,1495.0,0.284,0.316,0,0,0,Yes
LHB-2400478,40,Male,Single,2,Bachelor's,KY,Rent,1.0,Salaried-Private,1,2.0,147.2,1,551,195,3,1,2459.0,0.189,0.202,0,0,4,Yes
LHB-2405378,37,Female,Single,0,Bachelor's,HI,Own (with mortgage),4.0,Salaried-Private,1,5.0,137.5,1,659,150,0,0,1863.0,0.163,0.353,0,0,0,Yes
LHB-2405700,37,Female,Married,1,High School,MD,Rent,1.0,Salaried-Private,1,9.0,36.1,1,594,183,3,1,1458.0,0.485,0.448,0,0,1,No
LHB-2406535,57,Female,Single,0,Associate Degree,FL,Own (with mortgage),5.0,Salaried-Private,1,1.0,84.1,1,686,322,2,2,1115.0,0.159,0.234,0,0,2,Yes
LHB-2405762,33,Male,Married,3,Master's,FL,Own (with mortgage),19.0,Salaried-Private,1,0.0,86.6,1,655,181,1,1,1310.0,0.182,0.089,0,0,0,Yes
LHB-2407080,55,Female,Single,0,Bachelor's,NC,Rent,5.0,Salaried-Private,1,8.0,49.6,1,572,347,0,2,452.0,0.109,0.539,1,0,1,No
LHB-2403198,52,Male,Married,6,Master's,PA,Rent,13.0,Salaried-Private,1,3.0,147.2,0,699,290,2,2,3740.0,0.149,0.495,0,0,2,Yes
LHB-2400812,43,Female,Married,3,High School,PA,Rent,10.0,Unemployed,0,0.0,12.0,1,661,238,2,3,1638.0,0.852,0.6833,0,0,2,No
LHB-2404346,29,Female,Single,0,Bachelor's,TX,Own (with mortgage),3.0,Self-Employed,1,0.0,110.6,0,757,50,3,4,2854.0,0.31,0.423,0,0,0,Yes
LHB-2400843,39,Male,Single,0,Associate Degree,AL,Rent,7.0,Salaried-Private,1,4.0,53.3,1,578,165,0,2,939.0,0.211,0.104,0,0,2,Yes
LHB-2406221,36,Female,Divorced,1,High School,ID,Rent,5.0,Salaried-Private,1,5.0,25.0,1,591,180,1,3,961.0,0.461,0.473,1,0,0,No
LHB-2403056,35,Female,Single,1,Bachelor's,VA,Rent,4.0,Salaried-Private,1,1.0,48.2,1,632,148,0,2,528.0,0.131,0.531,0,0,2,No
LHB-2402375,18,Female,Married,1,Bachelor's,GA,Own (with mortgage),3.0,Salaried-Private,1,1.0,49.7,1,699,0,1,2,1321.0,0.319,0.56,0,0,0,Yes
LHB-2404069,18,Female,Married,0,Bachelor's,WV,Live with Family,5.0,Student,0,0.0,16.0,1,570,8,0,0,166.0,0.125,0.421,0,0,2,No
LHB-2402032,48,Male,Single,0,High School,MN,Rent,9.0,Self-Employed,1,8.0,133.7,0,626,288,1,3,1322.0,0.119,0.316,0,0,1,Yes
LHB-2400967,31,Female,Married,4,Bachelor's,MA,Rent,3.0,Salaried-Private,1,9.0,70.9,1,573,124,0,1,406.0,0.069,0.357,0,0,1,No
LHB-2407197,38,Female,Married,2,High School,DE,Rent,2.0,Contract,1,1.0,30.3,1,530,130,1,2,757.0,0.3,0.146,1,0,2,No
LHB-2406987,49,Female,Single,1,Master's,SC,Own (with mortgage),4.0,Self-Employed,1,0.0,147.2,1,815,317,3,2,1130.0,0.072,0.508,0,0,0,Yes
LHB-2400972,43,Male,Single,0,Bachelor's,PA,Own (with mortgage),5.0,Self-Employed,1,15.0,68.0,0,566,195,0,3,370.0,0.065,0.007,0,0,0,No
LHB-2401896,21,Male,Married,3,Bachelor's,AL,Own (with mortgage),1.0,Contract,1,1.0,31.4,1,564,23,1,3,679.0,0.259,0.552,0,0,2,No
LHB-2406331,42,Female,Married,3,High School,KY,Own (outright),6.0,Salaried-Government,1,2.0,40.3,1,653,225,1,4,1542.0,0.459,0.313,0,0,0,No
LHB-2404342,39,Female,Married,6,Associate Degree,MS,Rent,9.0,Salaried-Private,1,3.0,46.5,1,661,176,0,0,309.0,0.08,0.534,0,0,0,Yes
LHB-2402704,43,Male,Married,3,Bachelor's,GA,Rent,5.0,Salaried-Private,1,0.0,76.8,1,583,208,1,1,1210.0,0.189,0.238,0,1,1,No
LHB-2406299,33,Male,Widowed,1,High School,AL,Own (with mortgage),12.0,Salaried-Government,1,0.0,46.0,1,671,134,3,2,2153.0,0.562,0.161,0,0,3,No
LHB-2407863,36,Female,Married,2,Bachelor's,AL,Own (outright),6.0,Salaried-Private,1,3.0,72.4,1,652,141,3,1,1527.0,0.253,0.243,0,0,0,Yes
LHB-2406624,32,Male,Married,4,Associate Degree,AR,Rent,1.0,Salaried-Government,1,0.0,40.7,1,547,160,1,3,1008.0,0.297,0.681,0,0,4,No
LHB-2403374,40,Female,Divorced,0,Master's,GA,Rent,3.0,Salaried-Private,1,8.0,36.2,1,654,192,3,1,1351.0,0.448,0.504,0,0,3,No
LHB-2406561,19,Male,Single,0,Bachelor's,AR,Rent,3.0,Unemployed,0,0.0,12.0,1,500,26,1,1,525.0,0.525,0.202,0,0,1,No
LHB-2406427,26,Others,Single,0,High School,MA,Live with Family,4.0,Contract,1,4.0,37.7,1,498,50,5,3,2379.0,0.757,0.194,0,0,1,No
LHB-2405018,26,Male,Single,0,Associate Degree,MS,Rent,16.0,Salaried-Private,1,4.0,35.3,1,612,83,0,0,88.0,0.03,0.196,0,0,1,Yes
LHB-2406622,57,Female,Married,1,High School,GA,Own (with mortgage),9.0,Self-Employed,1,3.0,76.5,1,618,325,2,3,2041.0,0.32,0.222,1,0,0,No
LHB-2407448,54,Male,Single,0,Master's,GA,Own (with mortgage),8.0,Salaried-Private,1,0.0,82.4,1,616,372,5,1,2378.0,0.346,0.304,0,0,1,Yes
LHB-2405601,56,Male,Married,3,Master's,IN,Rent,3.0,Salaried-Private,1,3.0,136.4,1,735,316,1,2,918.0,0.081,0.277,0,0,1,Yes
LHB-2402951,49,Male,Married,5,High School,AL,Own (with mortgage),16.0,Salaried-Government,1,1.0,85.1,1,640,303,4,2,1268.0,0.179,0.01,0,0,1,Yes
LHB-2401345,68,Others,Divorced,0,Master's,FL,Own (outright),4.0,Retired,0,0.0,72.0,1,692,421,1,2,1637.0,0.273,0.227,0,0,2,Yes
LHB-2407105,38,Male,Single,0,Master's,MI,Own (with mortgage),1.0,Salaried-Private,1,0.0,98.0,1,633,196,2,3,2520.0,0.309,0.505,0,0,6,No
LHB-2400975,28,Male,Married,0,Master's,TX,Rent,1.0,Salaried-Private,1,3.0,88.7,1,700,83,1,5,1635.0,0.221,0.141,0,0,0,Yes
LHB-2407937,44,Male,Divorced,0,Master's,KS,Own (with mortgage),8.0,Self-Employed,1,2.0,115.9,0,634,235,4,1,1935.0,0.2,0.182,0,0,0,Yes
LHB-2405741,54,Female,Single,0,Bachelor's,AL,Live with Family,5.0,Salaried-Private,1,0.0,99.5,1,661,333,0,0,974.0,0.117,0.0,0,0,2,Yes
LHB-2405775,44,Female,Married,2,Doctorate,MS,Rent,20.0,Salaried-Government,1,5.0,114.5,1,602,253,0,1,1675.0,0.176,0.113,0,0,0,Yes
LHB-2400509,46,Male,Single,1,Bachelor's,SC,Own (with mortgage),6.0,Salaried-Private,1,4.0,114.9,1,722,223,1,5,1268.0,0.132,0.26,0,0,2,Yes
LHB-2400122,43,Female,Married,0,High School,SC,Rent,4.0,Salaried-Private,1,7.0,42.9,0,585,254,3,2,1471.0,0.411,0.385,0,0,0,No
LHB-2407110,28,Female,Married,2,Bachelor's,KY,Rent,2.0,Salaried-Government,1,6.0,49.3,1,727,88,0,2,555.0,0.135,0.5,0,0,0,Yes
LHB-2405630,18,Female,Single,0,Bachelor's,CO,Rent,4.0,Salaried-Private,1,1.0,44.3,1,666,0,0,2,795.0,0.215,0.23,0,0,0,Yes
LHB-2407372,23,Female,Married,1,Master's,PA,Rent,7.0,Salaried-Private,1,1.0,79.7,1,583,48,1,2,1066.0,0.161,0.08,0,0,0,No
LHB-2401710,33,Female,Single,0,Bachelor's,GA,Rent,4.0,Salaried-Government,1,1.0,59.2,1,657,112,3,1,727.0,0.147,0.301,0,0,2,Yes
LHB-2402100,43,Female,Divorced,2,High School,PA,Rent,2.0,Salaried-Private,1,1.0,59.5,1,477,231,0,3,1184.0,0.239,0.081,1,0,2,No
LHB-2400869,39,Male,Divorced,2,Master's,TN,Live with Family,3.0,Self-Employed,1,2.0,99.9,0,651,194,5,1,3665.0,0.44,0.039,0,1,0,No
LHB-2407187,49,Female,Single,0,Bachelor's,MO,Rent,6.0,Salaried-Private,1,15.0,58.7,1,656,302,3,3,2102.0,0.43,0.126,0,0,0,Yes
LHB-2401030,54,Female,Single,3,Associate Degree,OK,Rent,10.0,Salaried-Private,1,0.0,71.9,0,617,333,0,2,959.0,0.16,0.222,0,0,0,No
LHB-2403463,23,Male,Single,1,Master's,NC,Rent,5.0,Student,0,0.0,13.1,1,709,42,5,0,1754.0,0.852,0.387,0,0,5,No
LHB-2404852,64,Female,Married,3,High School,HI,Own (outright),5.0,Retired,0,0.0,43.6,1,715,396,1,2,1517.0,0.418,0.107,0,0,0,Yes
LHB-2401998,34,Male,Married,0,Master's,TX,Live with Family,14.0,Contract,1,6.0,62.4,1,599,101,2,2,758.0,0.223,0.248,0,0,2,Yes
LHB-2403590,39,Male,Single,0,Master's,CO,Rent,4.0,Unemployed,0,0.0,15.1,1,572,201,0,1,187.0,0.149,0.146,0,0,2,No
LHB-2401156,40,Male,Married,0,Master's,WV,Own (with mortgage),5.0,Unemployed,0,0.0,13.1,1,604,223,2,3,1537.0,0.852,0.6833,0,0,3,No
LHB-2403156,72,Male,Single,0,Associate Degree,DC,Own (with mortgage),13.0,Retired,0,0.0,59.9,1,727,462,1,3,1518.0,0.304,0.317,0,0,2,Yes
LHB-2406211,55,Male,Married,0,Associate Degree,HI,Rent,5.0,Salaried-Private,1,3.0,56.1,0,574,323,1,2,834.0,0.178,0.049,0,0,1,No
LHB-2406903,46,Female,Married,1,Doctorate,FL,Own (with mortgage),3.0,Salaried-Private,1,15.0,62.4,1,692,220,1,3,2109.0,0.21,0.245,0,0,1,Yes
LHB-2404428,38,Female,Married,0,Doctorate,MN,Rent,3.0,Salaried-Government,1,2.0,147.2,1,683,202,0,1,1522.0,0.113,0.256,0,0,0,Yes
LHB-2405688,47,Male,Married,0,High School,HI,Rent,7.0,Salaried-Private,1,20.0,26.3,1,702,214,2,7,2113.0,0.852,0.391,0,0,1,No
LHB-2406480,37,Male,Single,0,Associate Degree,NJ,Rent,13.0,Self-Employed,1,9.0,127.3,1,481,131,0,1,414.0,0.039,0.051,1,0,4,No
LHB-2401575,25,Male,Divorced,2,Bachelor's,TX,Rent,0.0,Salaried-Private,1,3.0,68.0,1,546,58,0,2,444.0,0.078,0.171,0,0,1,Yes
LHB-2407443,27,Male,Married,2,Bachelor's,MS,Own (with mortgage),6.0,Salaried-Government,1,3.0,41.0,1,549,70,1,1,543.0,0.159,0.182,0,0,0,No
